"","X","Plot","Quad","UTM.x","UTM.y","AEA.x","AEA.y","GEO.x","GEO.y","Tubbs.MTBS.RDNBR.30","Tubbs.MTBS.DNBR.30","Tubbs.MTBS.DNBR6.30","Kincade.MTBS.RDNBR.30","Kincade.MTBS.DNBR.30","Kincade.MTBS.DNBR6.30","Tubbs.Tukman.CanDam.10","Tubbs.Clark.RBR.30","Tubbs.BARC.dNBR.20","Tubbs.BARC.dNDVI.5","Tubbs.BARC.dNDVI4.5","Tubbs.BARC.SBS4.5"
"1",1,"PPW1501","A1",526232,4270319,-234811.90077886,66103.6183640296,-122.698829905546,38.5809516071642,500,347,3,65,36,1,89.2088470458984,346.742095947266,51,58,1,2
"2",2,"PPW1501","A2",526232,4270339,-234811.265069464,66123.6432902371,-122.698829152849,38.581131844771,407,273,2,104,65,2,89.2088470458984,293.490203857422,44,60,1,2
"3",3,"PPW1501","A3",526232,4270359,-234810.62935984,66143.6682150182,-122.698828400146,38.5813120823722,275,182,2,22,3,1,25.6319923400879,221.193130493164,61,40,1,2
"4",4,"PPW1501","A4",526231.999999999,4270379,-234809.993649988,66163.6931383675,-122.698827647436,38.5814923199678,275,182,2,114,78,2,25.6319923400879,221.193130493164,74,72,2,2
"5",5,"PPW1501","A5",526232,4270399,-234809.35793991,66183.7180602979,-122.698826894719,38.5816725575578,286,196,2,208,154,2,25.6319923400879,215.865859985352,74,79,1,2
"6",6,"PPW1501","B1",526252,4270319,-234791.930161884,66102.984022161,-122.698600288108,38.5809510161145,517,342,3,100,61,2,89.2088470458984,350.171356201172,58,84,2,2
"7",7,"PPW1501","B2",526252,4270339,-234791.294451082,66123.0089480639,-122.698599534838,38.5811312537175,456,309,2,82,51,1,89.2088470458984,263.268737792969,49,65,1,2
"8",8,"PPW1501","B3",526252,4270359,-234790.658740054,66143.0338725438,-122.698598781561,38.5813114913149,275,182,2,82,51,1,89.2088470458984,221.193130493164,58,58,1,2
"9",9,"PPW1501","B4",526251.999999999,4270379,-234790.023028798,66163.0587955997,-122.698598028277,38.5814917289067,275,182,2,114,78,2,38.788688659668,221.193130493164,67,57,1,2
"10",10,"PPW1501","B5",526252,4270399,-234789.387317314,66183.0837172316,-122.698597274986,38.5816719664929,190,115,2,208,154,2,38.788688659668,215.410125732422,81,64,2,2
"11",11,"PPW1501","C1",526272,4270319,-234771.959545222,66102.3496786174,-122.698370670678,38.5809504246143,517,342,3,100,61,2,89.2088470458984,350.171356201172,58,52,1,1
"12",12,"PPW1501","C2",526272,4270339,-234771.323833018,66122.3746042256,-122.698369916834,38.5811306622135,418,292,2,60,32,1,89.2088470458984,251.588439941406,56,39,1,1
"13",13,"PPW1501","C3",526272,4270359,-234770.688120584,66142.3995284038,-122.698369162983,38.5813108998071,418,292,2,60,32,1,89.2088470458984,251.588439941406,69,64,2,2
"14",14,"PPW1501","C4",526272,4270379,-234770.052407924,66162.4244511556,-122.698368409125,38.5814911373951,310,202,2,81,49,1,38.788688659668,197.155624389648,68,47,1,1
"15",15,"PPW1501","C5",526272,4270399,-234769.416695037,66182.4493724881,-122.698367655261,38.5816713749776,190,115,2,221,163,2,67.3499069213867,215.410125732422,73,26,1,1
"16",16,"PPW1501","D1",526292,4270319,-234751.988928878,66101.7153334082,-122.698141053254,38.5809498326636,470,320,3,88,53,1,89.2088470458984,296.191558837891,57,55,1,2
"17",17,"PPW1501","D2",526292,4270339,-234751.353215268,66121.7402587105,-122.698140298836,38.581130070259,418,292,2,88,53,1,89.2088470458984,251.588439941406,54,55,1,2
"18",18,"PPW1501","D3",526292,4270359,-234750.717501432,66141.7651825882,-122.698139544411,38.5813103078489,418,292,2,60,32,1,89.2088470458984,251.588439941406,67,51,2,2
"19",19,"PPW1501","D4",526291.999999999,4270379,-234750.081787366,66161.7901050439,-122.69813878998,38.5814905454331,351,215,2,174,125,2,89.2088470458984,287.803527832031,71,80,1,2
"20",20,"PPW1501","D5",526292,4270399,-234749.446073073,66181.8150260709,-122.698138035542,38.5816707830117,351,215,2,174,125,2,89.2088470458984,287.803527832031,57,61,1,2
"21",21,"PPW1501","E1",526312,4270319,-234732.018312848,66101.0809865235,-122.697911435837,38.5809492402626,356,220,2,81,47,1,89.2088470458984,314.642913818359,54,42,1,1
"22",22,"PPW1501","E2",526312,4270339,-234731.382597836,66121.105911524,-122.697910680845,38.5811294778542,356,220,2,81,47,1,89.2088470458984,314.642913818359,63,63,1,2
"23",23,"PPW1501","E3",526312,4270359,-234730.746882593,66141.1308351061,-122.697909925847,38.5813097154402,413,263,2,119,72,2,89.2088470458984,204.168060302734,66,54,1,2
"24",24,"PPW1501","E4",526311.999999999,4270379,-234730.111167124,66161.1557572586,-122.697909170841,38.5814899530206,351,215,2,119,72,2,89.2088470458984,287.803527832031,72,58,1,2
"25",25,"PPW1501","E5",526312,4270399,-234729.475451425,66181.1806779909,-122.697908415829,38.5816701905955,351,215,2,174,125,2,89.2088470458984,287.803527832031,56,53,1,1
"26",26,"PPW1507","A1",525858,4270633,-235175.371123152,66429.8715136023,-122.70311210323,38.583792307712,350,241,2,151,96,2,31.1529235839844,117.989814758301,102,63,1,2
"27",27,"PPW1507","A2",525858,4270653,-235174.735436511,66449.896422992,-122.70311136116,38.5839725453015,261,184,2,115,73,2,31.1529235839844,82.873176574707,101,93,2,2
"28",28,"PPW1507","A3",525858,4270673,-235174.099749647,66469.9213309526,-122.703110619084,38.5841527828855,227,162,2,113,79,2,32.1202392578125,143.982040405273,99,72,1,2
"29",29,"PPW1507","A4",525858,4270693,-235173.464062559,66489.9462374845,-122.703109877001,38.5843330204639,219,148,2,113,79,2,32.1202392578125,193.231338500977,96,99,1,2
"30",30,"PPW1507","A5",525857.999999999,4270713,-235172.82837525,66509.971142584,-122.703109134911,38.5845132580367,154,76,2,113,79,2,32.1202392578125,222.571075439453,62,80,2,2
"31",31,"PPW1507","B1",525878,4270633,-235155.400478243,66429.2371983305,-122.702882476658,38.5837917250269,322,246,2,125,87,2,31.1529235839844,119.041328430176,104,47,1,1
"32",32,"PPW1507","B2",525878,4270653,-235154.764790195,66449.2621074244,-122.702881734014,38.5839719626127,227,162,2,125,87,2,31.1529235839844,143.982040405273,93,53,1,2
"33",33,"PPW1507","B3",525878,4270673,-235154.129101922,66469.287015086,-122.702880991364,38.5841522001929,227,162,2,113,79,2,32.1202392578125,143.982040405273,92,72,2,2
"34",34,"PPW1507","B4",525878,4270693,-235153.493413427,66489.3119213176,-122.702880248707,38.5843324377676,219,148,2,113,79,2,32.1202392578125,193.231338500977,79,69,2,2
"35",35,"PPW1507","B5",525877.999999999,4270713,-235152.857724709,66509.336826127,-122.702879506043,38.5845126753366,137,74,2,191,133,2,16.2055339813232,230.211853027344,28,77,1,1
"36",36,"PPW1507","C1",525898,4270633,-235135.429833646,66428.6028813822,-122.702652850092,38.5837911418913,288,219,2,125,87,2,31.1529235839844,153.104141235352,111,69,1,2
"37",37,"PPW1507","C2",525898,4270653,-235134.794144188,66448.6277901828,-122.702652106874,38.5839713794734,288,219,2,88,55,1,31.1529235839844,153.104141235352,104,113,2,3
"38",38,"PPW1507","C3",525898,4270673,-235134.15845451,66468.6526975487,-122.70265136365,38.5841516170499,274,206,2,91,61,2,16.2055339813232,138.189071655273,92,71,2,2
"39",39,"PPW1507","C4",525898,4270693,-235133.522764604,66488.6776034841,-122.702650620419,38.5843318546208,137,74,2,91,61,2,16.2055339813232,230.211853027344,71,55,2,2
"40",40,"PPW1507","C5",525897.999999999,4270713,-235132.88707448,66508.7025079904,-122.702649877182,38.5845120921861,137,74,2,191,133,2,16.2055339813232,230.211853027344,30,55,1,1
"41",41,"PPW1507","D1",525918,4270633,-235115.45918936,66427.9685627627,-122.702423223533,38.5837905583052,288,219,2,94,63,2,16.2055339813232,153.104141235352,122,78,2,2
"42",42,"PPW1507","D2",525918,4270653,-235114.823498495,66447.9934712616,-122.702422479742,38.5839707958836,288,219,2,88,55,1,16.2055339813232,153.104141235352,115,71,2,2
"43",43,"PPW1507","D3",525918,4270673,-235114.187807408,66468.0183783327,-122.702421735943,38.5841510334563,146,88,2,91,61,2,16.2055339813232,152.514541625977,100,72,1,2
"44",44,"PPW1507","D4",525918,4270693,-235113.552116096,66488.0432839724,-122.702420992139,38.5843312710235,146,88,2,47,24,1,16.2055339813232,152.514541625977,67,67,2,2
"45",45,"PPW1507","D5",525917.999999999,4270713,-235112.916424563,66508.0681881858,-122.702420248327,38.584511508585,39,-1,1,289,202,2,16.2055339813232,133.795135498047,33,50,1,1
"46",46,"PPW1507","E1",525938,4270633,-235095.488545385,66427.3342424692,-122.702193596981,38.5837899742687,159,110,2,97,65,2,9.18418216705322,64.5541152954102,103,69,1,2
"47",47,"PPW1507","E2",525938,4270653,-235094.852853114,66447.3591506705,-122.702192852615,38.5839702118432,137,88,2,8,-8,1,16.2055339813232,110.255172729492,93,83,1,2
"48",48,"PPW1507","E3",525938,4270673,-235094.217160617,66467.3840574403,-122.702192108243,38.5841504494122,146,88,2,8,-8,1,9.18418216705322,152.514541625977,91,84,2,2
"49",49,"PPW1507","E4",525938,4270693,-235093.581467898,66487.4089627839,-122.702191363865,38.5843306869757,146,88,2,47,24,1,9.18418216705322,152.514541625977,52,50,1,1
"50",50,"PPW1507","E5",525937.999999999,4270713,-235092.945774957,66507.4338667011,-122.702190619479,38.5845109245335,-325,-101,1,289,202,2,NA,219.162063598633,23,41,1,1
"51",51,"PPW1509","A1",522802,4273309,-238141.861424563,69206.1010808274,-122.738111511328,38.6079918603605,28,0,0,109,74,2,NA,-26.3706512451172,50,38,0,NA
"52",52,"PPW1509","A2",522802,4273329,-238141.225927508,69226.1258404339,-122.738110856172,38.6081720977409,-26,-38,0,109,74,2,NA,26.2285118103027,47,63,0,NA
"53",53,"PPW1509","A3",522802,4273349,-238140.59043026,69246.1505985898,-122.73811020101,38.6083523351157,-26,-38,0,83,54,1,NA,26.2285118103027,52,48,0,NA
"54",54,"PPW1509","A4",522802,4273369,-238139.954932822,69266.1753552854,-122.738109545842,38.608532572485,-60,-58,0,-8,-22,1,NA,45.1456108093262,55,56,0,NA
"55",55,"PPW1509","A5",522802,4273389,-238139.319435193,69286.2001105342,-122.738108890669,38.6087128098487,-60,-58,0,-8,-22,1,NA,45.1456108093262,69,48,0,NA
"56",56,"PPW1509","B1",522822,4273309,-238121.890544041,69205.4669857272,-122.737881806963,38.6079913460696,28,0,0,109,74,2,NA,-26.3706512451172,56,74,0,NA
"57",57,"PPW1509","B2",522822,4273329,-238121.255045548,69225.4917450687,-122.737881151232,38.6081715834468,28,0,0,109,74,2,NA,-26.3706512451172,68,70,0,NA
"58",58,"PPW1509","B3",522822,4273349,-238120.619546866,69245.5165029573,-122.737880495496,38.6083518208183,49,17,0,34,13,1,NA,22.0765228271484,64,79,0,NA
"59",59,"PPW1509","B4",522822,4273369,-238119.984047991,69265.5412593866,-122.737879839753,38.6085320581843,-1,-21,0,34,13,1,16.9199256896973,12.1552362442017,58,79,0,NA
"60",60,"PPW1509","B5",522821.999999999,4273389,-238119.348548926,69285.5660143592,-122.737879184005,38.6087122955447,-1,-21,0,48,24,1,NA,12.1552362442017,66,68,0,NA
"61",61,"PPW1509","C1",522842,4273309,-238101.919663801,69204.832888925,-122.737652102603,38.607990831328,39,10,0,146,109,2,NA,29.3706569671631,82,89,0,NA
"62",62,"PPW1509","C2",522842,4273329,-238101.284163873,69224.8576480015,-122.737651446298,38.6081710687018,39,10,0,78,51,1,NA,29.3706569671631,81,94,0,NA
"63",63,"PPW1509","C3",522842,4273349,-238100.648663751,69244.882405614,-122.737650789987,38.60835130607,49,17,0,34,13,1,16.9199256896973,22.0765228271484,70,78,0,NA
"64",64,"PPW1509","C4",522842.000000001,4273369,-238100.013163439,69264.9071617816,-122.73765013367,38.6085315434327,49,17,0,34,13,1,16.9199256896973,22.0765228271484,69,86,0,NA
"65",65,"PPW1509","C5",522841.999999999,4273389,-238099.377662938,69284.9319164888,-122.737649477347,38.6087117807898,81,40,1,31,10,1,NA,30.2464733123779,64,78,0,NA
"66",66,"PPW1509","D1",522862,4273309,-238081.948783843,69204.1987904217,-122.73742239825,38.6079903161354,56,24,0,146,109,2,NA,14.4282636642456,69,75,0,NA
"67",67,"PPW1509","D2",522862,4273329,-238081.313282478,69224.2235492291,-122.73742174137,38.6081705535059,9,-13,0,77,49,1,16.9199256896973,22.5401191711426,80,87,0,NA
"68",68,"PPW1509","D3",522862,4273349,-238080.677780921,69244.2483065836,-122.737421084484,38.6083507908708,46,15,0,77,49,1,16.9199256896973,40.5030899047852,73,83,0,NA
"69",69,"PPW1509","D4",522862,4273369,-238080.042279173,69264.2730624764,-122.737420427593,38.6085310282302,46,15,0,-29,-39,1,16.9199256896973,40.5030899047852,79,79,2,NA
"70",70,"PPW1509","D5",522861.999999999,4273389,-238079.406777234,69284.297816922,-122.737419770695,38.608711265584,81,40,1,31,10,1,16.9199256896973,30.2464733123779,84,84,2,NA
"71",71,"PPW1509","E1",522882,4273309,-238061.977904169,69203.5646902178,-122.737192693902,38.6079898004919,56,24,0,144,106,2,NA,14.4282636642456,80,97,0,NA
"72",72,"PPW1509","E2",522882,4273329,-238061.342401366,69223.5894487575,-122.737192036448,38.6081700378591,9,-13,0,77,49,1,16.9199256896973,22.5401191711426,79,97,0,NA
"73",73,"PPW1509","E3",522882,4273349,-238060.706898372,69243.6142058386,-122.737191378987,38.6083502752208,59,24,1,77,49,1,16.9199256896973,7.30776786804199,70,96,2,NA
"74",74,"PPW1509","E4",522882,4273369,-238060.071395187,69263.6389614679,-122.737190721521,38.6085305125768,45,12,1,-18,-29,1,16.9199256896973,49.4919815063477,78,84,2,NA
"75",75,"PPW1509","E5",522881.999999999,4273389,-238059.435891812,69283.6637156415,-122.737190064049,38.6087107499273,127,78,2,-53,-57,1,16.9199256896973,113.090942382812,94,89,2,2
"76",76,"PPW1510","A1",522753,4273514,-238184.276265258,69412.9083303344,-122.738667585852,38.6098405514351,34,0,1,93,54,1,25,79.151008605957,67,42,1,NA
"77",77,"PPW1510","A2",522753,4273534,-238183.640769772,69432.9330756776,-122.738666932044,38.6100207887664,128,63,1,93,54,1,25,121.147514343262,75,52,1,2
"78",78,"PPW1510","A3",522752.999999999,4273554,-238183.005274094,69452.9578195582,-122.73866627823,38.6102010260922,128,63,1,93,54,1,28.7324237823486,121.147514343262,82,76,2,2
"79",79,"PPW1510","A4",522753,4273574,-238182.369778225,69472.9825619841,-122.738665624411,38.6103812634124,154,89,2,58,31,1,28.7324237823486,59.1377258300781,73,105,2,3
"80",80,"PPW1510","A5",522753,4273594,-238181.734282167,69493.0073029515,-122.738664970585,38.610561500727,110,58,1,58,31,1,28.7324237823486,9.81359958648682,72,85,2,2
"81",81,"PPW1510","B1",522773,4273514,-238164.305369313,69412.2742366632,-122.738437875583,38.6098400382152,106,47,1,65,34,1,25,112.982803344727,73,56,1,NA
"82",82,"PPW1510","B2",522773,4273534,-238163.669872386,69432.298981742,-122.7384372212,38.6100202755433,106,47,1,65,34,1,25,112.982803344727,75,82,2,2
"83",83,"PPW1510","B3",522772.999999999,4273554,-238163.03437527,69452.3237253558,-122.738436566811,38.6102005128657,201,113,2,44,20,1,28.7324237823486,146.878677368164,79,89,2,2
"84",84,"PPW1510","B4",522773,4273574,-238162.398877965,69472.3484675172,-122.738435912417,38.6103807501826,154,89,2,58,31,1,28.7324237823486,59.1377258300781,73,92,2,2
"85",85,"PPW1510","B5",522773,4273594,-238161.763380466,69492.3732082155,-122.738435258017,38.6105609874939,154,89,2,58,31,1,28.7324237823486,59.1377258300781,67,87,2,2
"86",86,"PPW1510","C1",522793,4273514,-238144.334473649,69411.6401412929,-122.738208165319,38.6098395245444,106,47,1,35,9,1,25,112.982803344727,70,46,1,2
"87",87,"PPW1510","C2",522793,4273534,-238143.698975285,69431.6648861007,-122.738207510361,38.6100197618692,106,47,1,65,34,1,25,112.982803344727,75,68,1,2
"88",88,"PPW1510","C3",522792.999999999,4273554,-238143.063476731,69451.68962945,-122.738206855398,38.6101999991884,216,131,2,43,20,1,28.7324237823486,148.338638305664,80,66,2,2
